states,Avg0,frust0
0001,0.01289,0.0
1000,0.01261,0.0
1001,0.38205,0.0
1101,0.03664,0.14285714285714285
0110,0.2467,0.0
0010,0.2088,0.0
1100,0.05005,0.0
0000,0.03756,0.0
0011,0.0127,0.2857142857142857
