states,Avg0,frust0
00011,0.25977,0.0
11001,0.01264,0.1
00110,0.01635,0.2
10101,0.09486,0.2
01010,0.07377,0.0
10001,0.10368,0.0
11100,0.18518,0.0
00000,0.01227,0.0
00100,0.0242,0.0
00010,0.05645,0.0
01110,0.04512,0.2
10100,0.09963,0.0
01100,0.01608,0.0
